"","Target","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","finalRank"
"355","F_3rNwdLykFI43rWW","R_2WPAIN7PGLLGkqS","5e3d8d90de328d044e7c6ffb","7","10","2","3","6","8","1","9","4","5","Likable","Male",36,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",5,"F_3rNwdLykFI43rWW","F_3nd3SeNdJ4L8Bt8","F_3lxitubjKJvf8Yz","F_3iL4KwJpeNyIPJ6","F_3luxiABX8flWKck","F_3n9mtYUejGwTCKm","F_3fSOlW9p8N8ewto","F_3q8ndAoNJ0R4Wbo","F_3Rmdi1Wk3hFqlXN","F_3kiaDZn4cpU5p72",8
"356","F_3RxRlY3iivY4cYe","R_3LYfIs4a9eMHGjw","60f942bbd779c8d0f7cc3a99","5","3","8","7","6","2","10","1","9","4","Accurate","Female",38,"White or Caucasian","High school diploma or GED","4_advice",5,"F_3fjBNr5YrkSrSP3","F_3fpoQCqhnavxk0V","F_3KNKMtFOl6K5kTQ","F_3RxRlY3iivY4cYe","F_3PBrMZWg2ledS6E","F_3OdjcZTwp85swwu","F_3ey3IwDsQAfRZnr","F_3MDrkCWqrn20QrE","F_3iR6nmcIs3N6lbZ","F_3P7QMxuPXNg4nVd",7
"357","F_3RxRlY3iivY4cYe","R_10OUHxskL1NGp68","638e84c70418d8a2c0aa372e","10","9","3","4","1","5","6","8","7","2","Accurate","Female",66,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","9_advice",6,"F_3KNKMtFOl6K5kTQ","F_3ey3IwDsQAfRZnr","F_3P7QMxuPXNg4nVd","F_3PBrMZWg2ledS6E","F_3fpoQCqhnavxk0V","F_3iR6nmcIs3N6lbZ","F_3OdjcZTwp85swwu","F_3fjBNr5YrkSrSP3","F_3RxRlY3iivY4cYe","F_3MDrkCWqrn20QrE",7
"358","F_3RxRlY3iivY4cYe","R_3NDJ7Gj0LtSnVuu","5dbd861fbd08a92c5570b2cd","8","2","1","3","5","6","4","7","10","9","Accurate","Female",41,"White or Caucasian","Bachelor’s degree","8_advice",6,"F_3KNKMtFOl6K5kTQ","F_3PBrMZWg2ledS6E","F_3fpoQCqhnavxk0V","F_3OdjcZTwp85swwu","F_3MDrkCWqrn20QrE","F_3iR6nmcIs3N6lbZ","F_3fjBNr5YrkSrSP3","F_3RxRlY3iivY4cYe","F_3ey3IwDsQAfRZnr","F_3P7QMxuPXNg4nVd",7
"359","F_5q1WcRlH1P2gLIt","R_3RfpVe7mkRFSYse","5dc2354a28e0d5185e05067c","7","4","2","5","3","10","8","6","1","9","Accurate","Female",28,"White or Caucasian","Associates or technical degree","1_advice",10,"F_5q1WcRlH1P2gLIt","F_3koEac1UPBj367k","F_3mledP9WHL1nk2Y","F_3psWDYGyjG2QLgE","F_3scAHdnVWjYAWT7","F_3qwohznQZAj3hNZ","F_3ksP8jpBDlWChAi","F_3lWvSdQYyrXM0Rq","F_3qJsykkAPnjfcV4","F_3kNgtYslBd4bD8U",6
"360","F_5q1WcRlH1P2gLIt","R_a8IAivOx16Tb4OZ","5ee6be54321536000905346a","4","2","8","6","9","10","7","5","3","1","Accurate","Female",31,"White or Caucasian,Black or African American","Associates or technical degree","7_advice",7,"F_3mledP9WHL1nk2Y","F_3psWDYGyjG2QLgE","F_3kNgtYslBd4bD8U","F_3koEac1UPBj367k","F_3lWvSdQYyrXM0Rq","F_3ksP8jpBDlWChAi","F_5q1WcRlH1P2gLIt","F_3qwohznQZAj3hNZ","F_3scAHdnVWjYAWT7","F_3qJsykkAPnjfcV4",6
"361","F_5q1WcRlH1P2gLIt","R_3maGFOSj0rkWOTG","60ffd9006d901f9d0ff35f48","6","7","8","9","1","3","2","5","10","4","Likable","Female",34,"White or Caucasian,Black or African American","Bachelor’s degree","2_advice",4,"F_3koEac1UPBj367k","F_5q1WcRlH1P2gLIt","F_3psWDYGyjG2QLgE","F_3kNgtYslBd4bD8U","F_3scAHdnVWjYAWT7","F_3ksP8jpBDlWChAi","F_3qJsykkAPnjfcV4","F_3qwohznQZAj3hNZ","F_3lWvSdQYyrXM0Rq","F_3mledP9WHL1nk2Y",6
"362","F_5q1WcRlH1P2gLIt","R_2Y51Do41BSNnmZZ","5b0c65c11e55760001b96e90","1","2","3","4","5","6","7","8","9","10","Likable","Female",50,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,"F_3mledP9WHL1nk2Y","F_3koEac1UPBj367k","F_3kNgtYslBd4bD8U","F_3ksP8jpBDlWChAi","F_3scAHdnVWjYAWT7","F_3qJsykkAPnjfcV4","F_5q1WcRlH1P2gLIt","F_3psWDYGyjG2QLgE","F_3qwohznQZAj3hNZ","F_3lWvSdQYyrXM0Rq",6
"363","F_6mRsw6XyeMbrRuh","R_3fjjmgHWBcLgoTI","60f09796c2a24694ff43f6b7","2","10","9","3","7","8","1","6","5","4","Accurate","Female",58,"White or Caucasian","Bachelor’s degree","5_advice",7,"F_6n8yU5rvBdx8mWJ","F_SE3qYKxgbtOGDVD","F_C2DFx7l8HSIdpMB","F_9slh31DfkNT7Oh3","F_6mRsw6XyeMbrRuh","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV","F_DcawXnxN2Pu1s6B","F_DB2MdxBaNy36Zvb","F_DOwPkAjsVUA7pQZ",7
"364","F_6mRsw6XyeMbrRuh","R_12nDzrBJifVHplz","6334b0fc574064de4e68f578","9","1","10","2","8","3","4","7","6","5","Accurate","Female",62,"White or Caucasian","Some college, but no degree","8_advice",5,"F_C2DFx7l8HSIdpMB","F_DOwPkAjsVUA7pQZ","F_SE3qYKxgbtOGDVD","F_DB2MdxBaNy36Zvb","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV","F_6n8yU5rvBdx8mWJ","F_6mRsw6XyeMbrRuh","F_DcawXnxN2Pu1s6B","F_9slh31DfkNT7Oh3",7
"365","F_6mRsw6XyeMbrRuh","R_3JlAsJyGq148SJp","55d0945934e9060005e57258","7","10","8","1","9","5","4","6","3","2","Likable","Female",46,"White or Caucasian","Bachelor’s degree","1_advice",1,"F_6mRsw6XyeMbrRuh","F_SE3qYKxgbtOGDVD","F_DB2MdxBaNy36Zvb","F_6n8yU5rvBdx8mWJ","F_C2DFx7l8HSIdpMB","F_SN1CWjSfGlcIMsV","F_9slh31DfkNT7Oh3","F_Qb9ajJaV29FlfHj","F_DOwPkAjsVUA7pQZ","F_DcawXnxN2Pu1s6B",7
"366","F_6n8yU5rvBdx8mWJ","R_3QVlxsqKXWkvBKP","60bae671bf92bf34f7a774ce","4","8","9","7","6","2","3","5","10","1","Accurate","Female",69,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",5,"F_C2DFx7l8HSIdpMB","F_DOwPkAjsVUA7pQZ","F_DcawXnxN2Pu1s6B","F_6n8yU5rvBdx8mWJ","F_6mRsw6XyeMbrRuh","F_9slh31DfkNT7Oh3","F_DB2MdxBaNy36Zvb","F_SE3qYKxgbtOGDVD","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV",3
"367","F_9BQ4IXgnLqB3oRj","R_3jxMg0QVA5Drp6N","62962081623fdb8a89196208","1","2","4","8","9","3","5","6","10","7","Likable","Male",26,"Black or African American","Bachelor’s degree","10_advice",5,"F_8j4noxw04iQGn61","F_AATGqTnExreKRi1","F_BDFXHQ0dXTUXbq1","F_9Ks7ILke9fUQs7v","F_RdYd39PfJo9Hdq9","F_AjkW0hNtl913rz3","F_BET7hov8aDkiZOx","F_AczV8tMxnVgiQh3","F_BFLcss9x2Tvi9IR","F_9BQ4IXgnLqB3oRj",4
"368","F_9BQ4IXgnLqB3oRj","R_vqmiX0hPNwYrbb3","5be1ac50ca095c0001b9f717","6","5","4","10","1","2","7","8","9","3","Accurate","Male",47,"White or Caucasian","Associates or technical degree","7_advice",5,"F_RdYd39PfJo9Hdq9","F_AjkW0hNtl913rz3","F_BDFXHQ0dXTUXbq1","F_BFLcss9x2Tvi9IR","F_8j4noxw04iQGn61","F_AATGqTnExreKRi1","F_9BQ4IXgnLqB3oRj","F_9Ks7ILke9fUQs7v","F_BET7hov8aDkiZOx","F_AczV8tMxnVgiQh3",4
"369","F_9Ks7ILke9fUQs7v","R_3FQf1XSbcmTHjgP","63b7231214a665c3e234df23","2","9","1","7","5","6","4","3","10","8","Accurate","Male",41,"Black or African American,American Indian/Native American or Alaska Native","Some college, but no degree","4_advice",6,"F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_8j4noxw04iQGn61","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_AATGqTnExreKRi1","F_AczV8tMxnVgiQh3","F_BFLcss9x2Tvi9IR","F_BDFXHQ0dXTUXbq1",8
"370","F_9Ks7ILke9fUQs7v","R_sZ0VnwX7AF2868V","62f557535db76f7f4ab860c7","7","3","9","6","8","2","4","1","10","5","Accurate","Male",32,"White or Caucasian","Bachelor’s degree","1_advice",7,"F_9Ks7ILke9fUQs7v","F_AATGqTnExreKRi1","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_BDFXHQ0dXTUXbq1","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_8j4noxw04iQGn61","F_BFLcss9x2Tvi9IR","F_AczV8tMxnVgiQh3",8
"371","F_9Ks7ILke9fUQs7v","R_1QnrJPHDw0Kixrv","6143af8721d1445864c4f6c8","8","2","9","4","3","7","10","6","1","5","Likable","Male",50,"White or Caucasian,American Indian/Native American or Alaska Native","High school diploma or GED","6_advice",5,"F_BDFXHQ0dXTUXbq1","F_AATGqTnExreKRi1","F_BET7hov8aDkiZOx","F_AczV8tMxnVgiQh3","F_9BQ4IXgnLqB3oRj","F_9Ks7ILke9fUQs7v","F_BFLcss9x2Tvi9IR","F_AjkW0hNtl913rz3","F_8j4noxw04iQGn61","F_RdYd39PfJo9Hdq9",8
"372","F_9Ks7ILke9fUQs7v","R_2WAVj9tl5TnIns2","640a9c59dbc97d5a09a18c6f","9","10","7","3","1","8","2","4","5","6","Likable","Male",19,"White or Caucasian,Black or African American","Some college, but no degree","3_advice",2,"F_BET7hov8aDkiZOx","F_BFLcss9x2Tvi9IR","F_9Ks7ILke9fUQs7v","F_AATGqTnExreKRi1","F_8j4noxw04iQGn61","F_AjkW0hNtl913rz3","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_AczV8tMxnVgiQh3","F_BDFXHQ0dXTUXbq1",8
"373","F_9slh31DfkNT7Oh3","R_2bO9wmtpWJYEDkt","55ad1d55fdf99b4c8f9941d4","6","8","7","5","3","2","1","9","4","10","Accurate","Female",38,"White or Caucasian","Bachelor’s degree","3_advice",5,"F_DOwPkAjsVUA7pQZ","F_SE3qYKxgbtOGDVD","F_9slh31DfkNT7Oh3","F_SN1CWjSfGlcIMsV","F_C2DFx7l8HSIdpMB","F_DB2MdxBaNy36Zvb","F_6n8yU5rvBdx8mWJ","F_Qb9ajJaV29FlfHj","F_6mRsw6XyeMbrRuh","F_DcawXnxN2Pu1s6B",5
"374","F_9slh31DfkNT7Oh3","R_9F9efQbTAYO3oWd","5bd9f569eb22f2000183df4e","4","10","8","9","3","6","1","5","7","2","Likable","Female",46,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","9_advice",4,"F_C2DFx7l8HSIdpMB","F_SE3qYKxgbtOGDVD","F_6mRsw6XyeMbrRuh","F_Qb9ajJaV29FlfHj","F_DcawXnxN2Pu1s6B","F_6n8yU5rvBdx8mWJ","F_DOwPkAjsVUA7pQZ","F_DB2MdxBaNy36Zvb","F_9slh31DfkNT7Oh3","F_SN1CWjSfGlcIMsV",5
"375","F_9slh31DfkNT7Oh3","R_AgGmDEsae1j2Xxn","59f71f797086f80001941493","7","8","3","9","2","5","6","10","4","1","Likable","Female",48,"White or Caucasian","Bachelor’s degree","1_advice",2,"F_9slh31DfkNT7Oh3","F_DcawXnxN2Pu1s6B","F_DB2MdxBaNy36Zvb","F_Qb9ajJaV29FlfHj","F_C2DFx7l8HSIdpMB","F_DOwPkAjsVUA7pQZ","F_SE3qYKxgbtOGDVD","F_6mRsw6XyeMbrRuh","F_SN1CWjSfGlcIMsV","F_6n8yU5rvBdx8mWJ",5
"376","F_9slh31DfkNT7Oh3","R_PwEG0l27bWOshFf","63d14cdff20c948a36b4ac94","1","8","2","7","3","4","6","5","10","9","Likable","Female",29,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",7,"F_DB2MdxBaNy36Zvb","F_Qb9ajJaV29FlfHj","F_SE3qYKxgbtOGDVD","F_9slh31DfkNT7Oh3","F_6n8yU5rvBdx8mWJ","F_DcawXnxN2Pu1s6B","F_DOwPkAjsVUA7pQZ","F_C2DFx7l8HSIdpMB","F_6mRsw6XyeMbrRuh","F_SN1CWjSfGlcIMsV",5
"377","F_9slh31DfkNT7Oh3","R_2dyZjWv7dewWu5U","5512eba6fdf99b7e1fb1be23","1","10","6","4","9","8","7","5","3","2","Accurate","Female",43,"Black or African American","Associates or technical degree","7_advice",6,"F_6n8yU5rvBdx8mWJ","F_Qb9ajJaV29FlfHj","F_DOwPkAjsVUA7pQZ","F_6mRsw6XyeMbrRuh","F_SN1CWjSfGlcIMsV","F_DcawXnxN2Pu1s6B","F_9slh31DfkNT7Oh3","F_SE3qYKxgbtOGDVD","F_C2DFx7l8HSIdpMB","F_DB2MdxBaNy36Zvb",5
"378","F_9slh31DfkNT7Oh3","R_1psxiHozGJW61rA","63bfe3ecac5ad9d9ab40a643","2","8","6","4","3","5","7","10","1","9","Likable","Female",56,"White or Caucasian","High school diploma or GED","7_advice",3,"F_6n8yU5rvBdx8mWJ","F_SE3qYKxgbtOGDVD","F_DOwPkAjsVUA7pQZ","F_C2DFx7l8HSIdpMB","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV","F_9slh31DfkNT7Oh3","F_DcawXnxN2Pu1s6B","F_6mRsw6XyeMbrRuh","F_DB2MdxBaNy36Zvb",5
"379","F_9slh31DfkNT7Oh3","R_2aa8Tb7NjVkmfbK","6367b98b4bbfbcfb15eed7a7","4","9","5","10","6","7","3","2","1","8","Likable","Female",59,"Black or African American","Some college, but no degree","6_advice",7,"F_DOwPkAjsVUA7pQZ","F_DcawXnxN2Pu1s6B","F_C2DFx7l8HSIdpMB","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV","F_9slh31DfkNT7Oh3","F_6n8yU5rvBdx8mWJ","F_SE3qYKxgbtOGDVD","F_DB2MdxBaNy36Zvb","F_6mRsw6XyeMbrRuh",5
"380","F_AATGqTnExreKRi1","R_3QqKdJWM6K6iWJz","63f793ffba7e890a6efd936e","1","8","3","5","10","4","9","2","6","7","Accurate","Male",32,"White or Caucasian","Some college, but no degree","10_advice",7,"F_AczV8tMxnVgiQh3","F_AjkW0hNtl913rz3","F_RdYd39PfJo9Hdq9","F_BDFXHQ0dXTUXbq1","F_BFLcss9x2Tvi9IR","F_BET7hov8aDkiZOx","F_9Ks7ILke9fUQs7v","F_8j4noxw04iQGn61","F_9BQ4IXgnLqB3oRj","F_AATGqTnExreKRi1",4
"381","F_afNSDvm1suyI1kB","R_3KZs9Jxmd251Qxx","5a6e8532e6cc4a0001b6d728","2","4","1","3","7","6","5","8","10","9","Likable","Female",33,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",5,"F_Zz6Ve5cC7HcBidr","F_UT1tt9RkNiudDXz","F_p6GtSWtu4Pa3JDP","F_YXHHH4EA6MT8eiZ","F_afNSDvm1suyI1kB","F_e567UmbzU0pvlcJ","F_bdz8kxPKvIwQFtT","F_UchVyXbuc06IpgZ","F_ZwPsLkLV22QcdYB","F_saRNtG3Voy3wMud",7
"382","F_afNSDvm1suyI1kB","R_3KDCnAxKcNqW1VF","5c1b97f889f0350001726def","7","4","6","2","5","1","9","8","3","10","Likable","Female",61,"White or Caucasian","Some college, but no degree","1_advice",7,"F_afNSDvm1suyI1kB","F_YXHHH4EA6MT8eiZ","F_UT1tt9RkNiudDXz","F_Zz6Ve5cC7HcBidr","F_bdz8kxPKvIwQFtT","F_p6GtSWtu4Pa3JDP","F_UchVyXbuc06IpgZ","F_saRNtG3Voy3wMud","F_e567UmbzU0pvlcJ","F_ZwPsLkLV22QcdYB",7
"383","F_AjkW0hNtl913rz3","R_2U5Bhn5BhTpvDGV","5f7b8d1186b828165dae8e5f","8","7","2","10","6","1","5","9","3","4","Accurate","Male",59,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",6,"F_BDFXHQ0dXTUXbq1","F_AjkW0hNtl913rz3","F_AATGqTnExreKRi1","F_BFLcss9x2Tvi9IR","F_AczV8tMxnVgiQh3","F_8j4noxw04iQGn61","F_BET7hov8aDkiZOx","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9",6
"384","F_aWOW8dtf77NGDUR","R_ABzQh0D3pIuUt6V","568c67547374ad000cc7448c","10","6","5","3","4","2","7","1","8","9","Likable","Male",40,"White or Caucasian","Bachelor’s degree","7_advice",1,"F_XsKLe8K7s6v7XFL","F_Rldzxw5991JTtdL","F_Y084SesxxMFrK1j","F_bDflVSCwQ5T32YV","F_W8a4AC7Hcq5au7n","F_cu6ncOGl0003Vdf","F_aWOW8dtf77NGDUR","F_cGwjIv1Me8Foy6R","F_djxWmICEq9IbIgF","F_UaS1pbP6buG9R5v",5
"385","F_aWOW8dtf77NGDUR","R_3OiAyOOCLUdepV6","63fa3bd12acc0f7d824fafd1","8","6","9","7","5","2","3","4","1","10","Accurate","Male",30,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",6,"F_djxWmICEq9IbIgF","F_cu6ncOGl0003Vdf","F_XsKLe8K7s6v7XFL","F_aWOW8dtf77NGDUR","F_bDflVSCwQ5T32YV","F_Rldzxw5991JTtdL","F_W8a4AC7Hcq5au7n","F_Y084SesxxMFrK1j","F_cGwjIv1Me8Foy6R","F_UaS1pbP6buG9R5v",5
"386","F_bDflVSCwQ5T32YV","R_XIjkKdLcLxz2TIZ","5dedb806838b4f46c8d183a5","6","8","7","10","3","2","5","4","1","9","Likable","Male",42,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",1,"F_djxWmICEq9IbIgF","F_Rldzxw5991JTtdL","F_bDflVSCwQ5T32YV","F_XsKLe8K7s6v7XFL","F_aWOW8dtf77NGDUR","F_W8a4AC7Hcq5au7n","F_cGwjIv1Me8Foy6R","F_cu6ncOGl0003Vdf","F_Y084SesxxMFrK1j","F_UaS1pbP6buG9R5v",5
"387","F_bDflVSCwQ5T32YV","R_3iPdaU5IPLZUbyh","63213cae8cfeef4aa57d329f","4","6","5","10","3","1","9","2","8","7","Likable","Male",50,"White or Caucasian","Some college, but no degree","10_advice",6,"F_aWOW8dtf77NGDUR","F_cu6ncOGl0003Vdf","F_W8a4AC7Hcq5au7n","F_XsKLe8K7s6v7XFL","F_cGwjIv1Me8Foy6R","F_Rldzxw5991JTtdL","F_UaS1pbP6buG9R5v","F_Y084SesxxMFrK1j","F_djxWmICEq9IbIgF","F_bDflVSCwQ5T32YV",5
"388","F_bDflVSCwQ5T32YV","R_1jP4q9bewhesrGy","5c27e76978fad500019328cc","4","3","9","1","10","2","7","5","6","8","Accurate","Male",38,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,"F_cu6ncOGl0003Vdf","F_aWOW8dtf77NGDUR","F_UaS1pbP6buG9R5v","F_cGwjIv1Me8Foy6R","F_XsKLe8K7s6v7XFL","F_Y084SesxxMFrK1j","F_bDflVSCwQ5T32YV","F_Rldzxw5991JTtdL","F_W8a4AC7Hcq5au7n","F_djxWmICEq9IbIgF",5
"389","F_bDflVSCwQ5T32YV","R_10Ib9KDO0KcNgqz","636173dce29cfc5dbc14d0f2","8","1","9","2","5","6","10","7","3","4","Accurate","Male",37,"White or Caucasian","Some college, but no degree","8_advice",6,"F_W8a4AC7Hcq5au7n","F_UaS1pbP6buG9R5v","F_XsKLe8K7s6v7XFL","F_cGwjIv1Me8Foy6R","F_Y084SesxxMFrK1j","F_Rldzxw5991JTtdL","F_djxWmICEq9IbIgF","F_bDflVSCwQ5T32YV","F_aWOW8dtf77NGDUR","F_cu6ncOGl0003Vdf",5
"390","F_BDFXHQ0dXTUXbq1","R_AGSeEhfD2NhQvId","636259854da454099f895513","5","6","2","10","1","8","3","7","4","9","Accurate","Male",47,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",5,"F_RdYd39PfJo9Hdq9","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_BFLcss9x2Tvi9IR","F_8j4noxw04iQGn61","F_9Ks7ILke9fUQs7v","F_AATGqTnExreKRi1","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_9BQ4IXgnLqB3oRj",6
"391","F_BDFXHQ0dXTUXbq1","R_1DDawYYZdsfjngF","627286792f25495f123cc27b","1","3","7","8","10","5","9","4","2","6","Accurate","Male",44,"White or Caucasian","Some college, but no degree","3_advice",6,"F_8j4noxw04iQGn61","F_9BQ4IXgnLqB3oRj","F_BDFXHQ0dXTUXbq1","F_BET7hov8aDkiZOx","F_BFLcss9x2Tvi9IR","F_AjkW0hNtl913rz3","F_9Ks7ILke9fUQs7v","F_AczV8tMxnVgiQh3","F_AATGqTnExreKRi1","F_RdYd39PfJo9Hdq9",6
"392","F_BDFXHQ0dXTUXbq1","R_1Ivl1jEcZ1cc9T7","604dff87be5115f1266d3963","9","10","1","2","6","7","5","4","3","8","Likable","Male",60,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,"F_9Ks7ILke9fUQs7v","F_BFLcss9x2Tvi9IR","F_8j4noxw04iQGn61","F_BET7hov8aDkiZOx","F_RdYd39PfJo9Hdq9","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_AATGqTnExreKRi1","F_9BQ4IXgnLqB3oRj","F_AjkW0hNtl913rz3",6
"393","F_BDFXHQ0dXTUXbq1","R_3nBLi2WiJpkCWoS","5ff591cba89e1b000bfb9852","6","5","7","4","8","1","3","2","9","10","Accurate","Male",37,"White or Caucasian","Associates or technical degree","3_advice",7,"F_BET7hov8aDkiZOx","F_RdYd39PfJo9Hdq9","F_BDFXHQ0dXTUXbq1","F_AjkW0hNtl913rz3","F_9Ks7ILke9fUQs7v","F_8j4noxw04iQGn61","F_AATGqTnExreKRi1","F_9BQ4IXgnLqB3oRj","F_AczV8tMxnVgiQh3","F_BFLcss9x2Tvi9IR",6
"394","F_BDFXHQ0dXTUXbq1","R_xfty13te4EY2xX3","5c61c7c590c46f00016a3598","4","7","6","9","10","8","5","2","3","1","Accurate","Male",32,"White or Caucasian","Bachelor’s degree","2_advice",7,"F_AATGqTnExreKRi1","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_9Ks7ILke9fUQs7v","F_BFLcss9x2Tvi9IR","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_8j4noxw04iQGn61",6
"395","F_bdz8kxPKvIwQFtT","R_1LjyomMkDeQOYpm","5e9389d87d6dc1078fe0ebee","5","1","6","2","7","4","9","8","10","3","Accurate","Female",24,"Black or African American","Some college, but no degree","5_advice",6,"F_YXHHH4EA6MT8eiZ","F_e567UmbzU0pvlcJ","F_ZwPsLkLV22QcdYB","F_p6GtSWtu4Pa3JDP","F_bdz8kxPKvIwQFtT","F_saRNtG3Voy3wMud","F_Zz6Ve5cC7HcBidr","F_afNSDvm1suyI1kB","F_UchVyXbuc06IpgZ","F_UT1tt9RkNiudDXz",6
"396","F_bdz8kxPKvIwQFtT","R_8lgqOU97D8ndFDz","5f7e235793c5e10cba3bbb4d","3","7","9","1","2","5","8","4","6","10","Likable","Female",59,"White or Caucasian","Bachelor’s degree","2_advice",5,"F_Zz6Ve5cC7HcBidr","F_bdz8kxPKvIwQFtT","F_saRNtG3Voy3wMud","F_p6GtSWtu4Pa3JDP","F_e567UmbzU0pvlcJ","F_afNSDvm1suyI1kB","F_UT1tt9RkNiudDXz","F_YXHHH4EA6MT8eiZ","F_ZwPsLkLV22QcdYB","F_UchVyXbuc06IpgZ",6
"397","F_BET7hov8aDkiZOx","R_3j3bH3GicgsGHeq","5c7af0dc9782c300011cd107","2","6","9","8","4","1","10","5","3","7","Likable","Male",34,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","10_advice",5,"F_9BQ4IXgnLqB3oRj","F_AATGqTnExreKRi1","F_9Ks7ILke9fUQs7v","F_AczV8tMxnVgiQh3","F_RdYd39PfJo9Hdq9","F_8j4noxw04iQGn61","F_BFLcss9x2Tvi9IR","F_BDFXHQ0dXTUXbq1","F_AjkW0hNtl913rz3","F_BET7hov8aDkiZOx",6
"398","F_BET7hov8aDkiZOx","R_UtCpMaj0n8LD7gd","63d7ce77f6d6c8067823d746","2","3","7","8","5","6","4","1","10","9","Accurate","Male",43,"White or Caucasian","High school diploma or GED","3_advice",7,"F_AATGqTnExreKRi1","F_BDFXHQ0dXTUXbq1","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_RdYd39PfJo9Hdq9","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_8j4noxw04iQGn61","F_BFLcss9x2Tvi9IR","F_AczV8tMxnVgiQh3",6
"399","F_BET7hov8aDkiZOx","R_22CRhPoQ7YGqD67","5bd6656a669ee1000145304a","4","7","1","8","5","2","9","6","10","3","Accurate","Male",28,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",7,"F_AczV8tMxnVgiQh3","F_BET7hov8aDkiZOx","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_AjkW0hNtl913rz3","F_8j4noxw04iQGn61","F_9Ks7ILke9fUQs7v","F_BDFXHQ0dXTUXbq1","F_BFLcss9x2Tvi9IR","F_AATGqTnExreKRi1",6
"400","F_BET7hov8aDkiZOx","R_297lrjGI7Z0iWJz","5fba9d0b11db76aa38bdc72c","1","9","10","8","2","7","3","4","6","5","Likable","Male",52,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,"F_8j4noxw04iQGn61","F_BDFXHQ0dXTUXbq1","F_BFLcss9x2Tvi9IR","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_BET7hov8aDkiZOx","F_AATGqTnExreKRi1","F_RdYd39PfJo9Hdq9","F_AjkW0hNtl913rz3","F_AczV8tMxnVgiQh3",6
