StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,QID3,QID21_First Click,QID21_Last Click,QID21_Page Submit,QID21_Click Count,CT&PS4,CT&PS6,CT&PS8,EI1,EI4,EI5,EI9,S&C4,S&C6,S&C8,Guess,Guess_L,Age,Gender,Ethnicity,Education,Comments,SC0,PROLIFIC_PID,default,Score
2024-05-16 12:06:52,2024-05-16 12:14:39,IP Address,98.248.104.56,100,466,True,2024-05-16 12:14:39,R_3rOG15hBYuvzCzq,,,,,37.6844,-122.438,anonymous,EN,I agree to participate.,65bd6e6d58e4443614dae27b,1.116,290.532,300.017,14,Once in a blue moon,Operation,Small talk,irritated,worried,fantasizing,playful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,25,Female,Asian,Associates or technical degree,,5,65bd6e6d58e4443614dae27b,Low,5
2024-05-16 12:06:22,2024-05-16 12:14:49,IP Address,47.157.68.157,100,507,True,2024-05-16 12:14:50,R_5tBhUgqux2nsaEp,,,,,33.9263,-118.0034,anonymous,EN,I agree to participate.,663742d4b6ecce6de34189ad,10.488,290.76,300.137,15,Once upon a moon,Over it,Talk in a box,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the Low Performer Group,,31,Female,White or Caucasian,"Some college, but no degree",,5,663742d4b6ecce6de34189ad,High,5
2024-05-16 12:05:13,2024-05-16 12:14:55,IP Address,67.168.254.206,100,581,True,2024-05-16 12:14:55,R_5kZAjgG9pzdIIqx,,,,,45.4998,-122.9586,anonymous,EN,I agree to participate.,65cb90ace80f886a058024ce,9.58,252.936,300.018,17,monsoon,operation,talk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,38,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",intereting topic,6,65cb90ace80f886a058024ce,Low,6
2024-05-16 12:07:46,2024-05-16 12:14:57,IP Address,97.114.34.241,100,431,True,2024-05-16 12:14:58,R_1E0NMilQmk77mcH,,,,,34.9229,-92.1382,anonymous,EN,I agree to participate.,5aa9153235237b00011322e9,13.106,262.061,301.028,28,once in a blue moon,operation,talk,playful,irritated,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the High Performer Group,,35,Male,Black or African American,High school diploma or GED,,4,5aa9153235237b00011322e9,High,4
2024-05-16 11:56:54,2024-05-16 12:15:13,IP Address,68.205.111.184,100,1098,True,2024-05-16 12:15:14,R_2zGPdoaaQhwLwQi,,,,,28.6529,-81.2106,anonymous,EN,I agree to participate.,5974561734b844000168d1e0,4.12,243.852,300.022,12,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",,Compete against the Low Performer Group,48,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,5974561734b844000168d1e0,Low,6
2024-05-16 12:08:24,2024-05-16 12:15:14,IP Address,128.61.160.214,100,410,True,2024-05-16 12:15:15,R_2y3DB2oFCe3hpQG,,,,,33.7749,-84.3975,anonymous,EN,I agree to participate.,627bbdcbf1475a64687a8cec,0.873,185.906,300.012,16,once in a blue moon,,smalltalk,playful,worried,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,20,Female,Asian,"Some college, but no degree",,4,627bbdcbf1475a64687a8cec,High,4
2024-05-16 12:04:46,2024-05-16 12:15:34,IP Address,96.81.188.149,100,647,True,2024-05-16 12:15:35,R_7DS0nk07cdIx0ld,,,,,38.6975,-121.2714,anonymous,EN,I agree to participate.,63f8a056531af02b77961676,14.268,293.945,300.094,62,Is the movement of man,"Is an act of delivery ","Having conversation with another person ",playful,worried,apologetic,doubtful,Speaking confidently,To understand and respect cultural differences,,,Compete against the High Performer Group,35,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,63f8a056531af02b77961676,Low,4
2024-05-16 12:05:32,2024-05-16 12:15:52,IP Address,107.139.196.211,100,620,True,2024-05-16 12:15:53,R_7ykkKYYli0AqJci,,,,,34.0034,-84.4605,anonymous,EN,I agree to participate.,663b3a1748613046cb47c778,3.963,198.965,300.208,38,Moon,r,feeling jittery,playful,,,,,,,,Compete against the High Performer Group,64,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","no
",1,663b3a1748613046cb47c778,Low,1
2024-05-16 12:08:40,2024-05-16 12:16:30,IP Address,197.210.227.161,100,469,True,2024-05-16 12:16:31,R_8TttfqzO4jgNz5j,,,,,4.7731,7.0085,anonymous,EN,I agree to participate.,6450fabd114a6b4f090914ed,10.398,298.249,300.001,13,Mecooon,Retoo,Talk,comforting,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To promote misunderstandings and conflicts,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the High Performer Group,64,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,2,6450fabd114a6b4f090914ed,Low,2
2024-05-16 12:10:46,2024-05-16 12:16:41,IP Address,162.192.214.229,100,354,True,2024-05-16 12:16:42,R_78hOXdc2dG8ot5n,,,,,37.1137,-93.2896,anonymous,EN,I agree to participate.,63d148b2255821a940922c1a,1.057,276.399,300.201,32,Once on moon,Overton,Small Talk,playful,irritated,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,43,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,63d148b2255821a940922c1a,High,4
2024-05-16 12:09:54,2024-05-16 12:16:53,IP Address,74.110.138.121,100,419,True,2024-05-16 12:16:54,R_7yjjmZztw3zalWx,,,,,37.7252,-77.5546,anonymous,EN,I agree to participate.,604196269c9962199e6dd85c,17.655,293.196,300.116,26,Once in a blue moon,Painless Operation,small talk,playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the Low Performer Group,,40,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,8,604196269c9962199e6dd85c,High,8
2024-05-16 12:08:45,2024-05-16 12:17:07,IP Address,50.175.251.212,100,501,True,2024-05-16 12:17:08,R_3ZJ0AOZeruGC7oB,,,,,38.2452,-122.1395,anonymous,EN,I agree to participate.,647b906892173516daadcced,21.247,251.064,300.003,69,Once moon,Operation,"Action ",playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To avoid communication with people from different cultures,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,29,Male,Black or African American,Bachelor’s degree,,4,647b906892173516daadcced,High,4
2024-05-16 12:09:56,2024-05-16 12:17:16,IP Address,172.248.135.8,100,439,True,2024-05-16 12:17:16,R_5aHfX5q6HmM9qGR,,,,,33.8474,-118.1158,anonymous,EN,I agree to participate.,577f70d1454e5400015f1845,2.83,125.679,300.011,9,once upon a moon,,smalltalk,irritated,worried,dispirited,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,64,Male,White or Caucasian,Bachelor’s degree,,4,577f70d1454e5400015f1845,High,4
2024-05-16 12:10:31,2024-05-16 12:17:25,IP Address,136.38.199.149,100,413,True,2024-05-16 12:17:26,R_72rANUmQN7UpelZ,,,,,40.7742,-111.8721,anonymous,EN,I agree to participate.,663a5c6e39dfa69f53adf8af,1.965,141.515,300.017,26,Once in a blue moon,,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,29,Female,White or Caucasian,Bachelor’s degree,,5,663a5c6e39dfa69f53adf8af,Low,5
2024-05-16 12:08:59,2024-05-16 12:18:05,IP Address,50.44.236.254,100,545,True,2024-05-16 12:18:05,R_5LjobgOR3jVIe3R,,,,,37.7241,-88.9301,anonymous,EN,I agree to participate.,6278856ed61afb01f6e4d0ac,6.385,293.869,300.066,30,Once in a blue moon,,Small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",,Compete against the Low Performer Group,51,Male,White or Caucasian,High school diploma or GED,Thanks for allowing me to participate! Have a great day!,5,6278856ed61afb01f6e4d0ac,Low,5
2024-05-16 12:10:14,2024-05-16 12:18:07,IP Address,172.59.75.17,100,473,True,2024-05-16 12:18:08,R_5FFX0gd0MnVFrnI,,,,,38.9687,-94.5696,anonymous,EN,I agree to participate.,6474cb4bd6def87a881a5d52,89.063,247.75,300.076,11,ECONOMY,OPERATOR,TALK,irritated,worried,dispirited,doubtful,Speaking confidently,To understand and respect cultural differences,,,Compete against the Low Performer Group,74,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",No comment.,3,6474cb4bd6def87a881a5d52,Low,3
2024-05-16 12:12:10,2024-05-16 12:18:14,IP Address,73.6.109.221,100,364,True,2024-05-16 12:18:15,R_5lQt7rPmnZsvGd5,,,,,29.572,-95.54,anonymous,EN,I agree to participate.,5fd80a7f7100cd12eb473a9f,4.385,296.327,300.076,17,once in a blue moon,Operation,communication,playful,worried,apologetic,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,52,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5,5fd80a7f7100cd12eb473a9f,High,5
2024-05-16 12:10:52,2024-05-16 12:18:26,IP Address,97.157.230.83,100,454,True,2024-05-16 12:18:27,R_2BrqlKRvvDPVwcN,,,,,42.558,-82.998,anonymous,EN,I agree to participate.,65d137ebe3f907e4ffc01d49,2.89,269.693,300.033,29,once in a blue moon,operation without pain,small talk,playful,sarcastic,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,65,Female,White or Caucasian,Associates or technical degree,,5,65d137ebe3f907e4ffc01d49,Low,5
2024-05-16 12:07:49,2024-05-16 12:18:50,IP Address,102.90.43.235,100,661,True,2024-05-16 12:18:51,R_3MKaL1ySoGaARB4,,,,,4.7731,7.0085,anonymous,EN,I agree to participate.,6475d02dd3c77e5a73e63ad7,75.29,288.058,300.045,10,ONCE MOON,food,express,playful,worried,fantasizing,affectionate,,,,Compete against the Low Performer Group,,66,Male,Black or African American,Bachelor’s degree,,2,6475d02dd3c77e5a73e63ad7,High,2
2024-05-16 12:19:03,2024-05-16 12:19:03,IP Address,107.77.235.49,100,0,True,2024-05-16 12:19:04,R_5ykIy5nFYdHjG6j,,,,,37.751,-97.822,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,0,604b93f6432ad99bcb4798e8,,
2024-05-16 12:09:20,2024-05-16 12:19:22,IP Address,74.99.73.88,100,602,True,2024-05-16 12:19:22,R_8LKnnpbid90pPTb,,,,,37.0737,-76.4988,anonymous,EN,I agree to participate.,612c365b952c2a5244a9bee6,2.626,206.542,300.017,14,Once in a blue moon,,Small talk,irritated,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,29,Female,Other,Bachelor’s degree," I would like to see the answers after the tasks are complete.",5,612c365b952c2a5244a9bee6,High,5
2024-05-16 11:57:52,2024-05-16 12:04:35,IP Address,74.5.131.3,100,402,True,2024-05-16 12:19:36,R_7F4Kh6EnLgDGZ0S,,,,,40.4371,-77.3991,anonymous,EN,I agree to participate.,603586b312863f6333cb8492,2.088,270.221,300.022,30,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,38,Female,White or Caucasian,High school diploma or GED,,9,603586b312863f6333cb8492,High,9
2024-05-16 12:05:33,2024-05-16 12:19:50,IP Address,69.146.26.252,100,856,True,2024-05-16 12:19:50,R_5dH8zHFPOdiRUKp,,,,,48.1999,-114.3034,anonymous,EN,I agree to participate.,663ce5f8f9091ddf6fdcb68c,0.782,143.129,301.156,44,once in a blue moon,operation,small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,18,Male,Asian,High school diploma or GED,,7,663ce5f8f9091ddf6fdcb68c,High,7
2024-05-16 12:11:22,2024-05-16 12:20:26,IP Address,174.202.226.66,100,544,True,2024-05-16 12:20:27,R_32KLiIx3akzxBvT,,,,,29.7439,-95.6067,anonymous,EN,I agree to participate.,664122c85099a9d4e67b6376,32.494,214.905,300.021,14,MOON,ROOT,TALK,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,36,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5,664122c85099a9d4e67b6376,Low,5
2024-05-16 12:13:13,2024-05-16 12:20:32,IP Address,104.1.171.52,100,438,True,2024-05-16 12:20:33,R_82Skvjc08fcf9WI,,,,,42.4861,-82.8665,anonymous,EN,I agree to participate.,60cbb3a438a8a5ef8d42ee21,10.96,221.33,300.165,18,,,talk,bored,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,43,Female,Black or African American,High school diploma or GED,,4,60cbb3a438a8a5ef8d42ee21,Low,4
2024-05-16 12:13:42,2024-05-16 12:20:46,IP Address,173.76.202.21,100,423,True,2024-05-16 12:20:46,R_1B4mST2w5LHYP55,,,,,41.9082,-71.1031,anonymous,EN,I agree to participate.,5accd8d399835c00015e9cf4,2.647,276.024,300.011,15,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,57,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,5accd8d399835c00015e9cf4,Low,6
2024-05-16 12:14:28,2024-05-16 12:21:23,IP Address,47.202.107.151,100,415,True,2024-05-16 12:21:24,R_3Iphk398VAD8wkW,,,,,28.3637,-82.6759,anonymous,EN,I agree to participate.,63cbfaf6ab54f6b8d8a054d7,3.061,291.051,300.116,106,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,59,Female,White or Caucasian,"Some college, but no degree",,6,63cbfaf6ab54f6b8d8a054d7,Low,6
2024-05-16 12:15:45,2024-05-16 12:21:27,IP Address,174.163.52.47,100,341,True,2024-05-16 12:21:27,R_723C8NC3zOrS8ES,,,,,33.7838,-84.4455,anonymous,EN,I agree to participate.,65d5106c519964c4e8fe85dc,1.292,90.099,300.063,13,once upon a moon,painless operation,small talk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,27,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,8,65d5106c519964c4e8fe85dc,Low,8
2024-05-16 12:14:02,2024-05-16 12:21:37,IP Address,97.118.196.14,100,455,True,2024-05-16 12:21:38,R_7fQ6fkRnjg1L3V1,,,,,39.7067,-104.9694,anonymous,EN,I agree to participate.,6636c28a5d977df2e2d89d58,2.657,200.358,301.246,12,once in a blue moon,,small talk,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,42,Female,White or Caucasian,Associates or technical degree,,7,6636c28a5d977df2e2d89d58,Low,7
2024-05-16 12:05:47,2024-05-16 12:21:38,IP Address,97.76.242.18,100,950,True,2024-05-16 12:21:38,R_14pypfcJEHQOuC5,,,,,27.8838,-82.8232,anonymous,EN,I agree to participate.,636148deb71d7af6d219fd46,5.368,146.536,300.078,16,,,ефдл,comforting,friendly,fantasizing,aghast,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,20,Male,White or Caucasian,Associates or technical degree,"thanks ",3,636148deb71d7af6d219fd46,High,3
2024-05-16 12:15:23,2024-05-16 12:21:39,IP Address,98.242.32.16,100,375,True,2024-05-16 12:21:39,R_5B2SIBgqhh11rPM,,,,,38.6711,-121.1495,anonymous,EN,I agree to participate.,61026cadb23cf6dca7e0c12e,13.103,215.9,300.11,26,"once in a blue moon ",observation,"small talk ",playful,worried,uneasy,playful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the Low Performer Group,,26,Female,Asian,Bachelor’s degree,,4,61026cadb23cf6dca7e0c12e,High,4
2024-05-16 12:14:00,2024-05-16 12:22:07,IP Address,174.169.75.128,100,486,True,2024-05-16 12:22:07,R_7j6iVXbKq2P73vv,,,,,42.0829,-70.9349,anonymous,EN,I agree to participate.,62d22695270242b5b620ba4f,6.278,289.862,300.135,23,Once in a blue moon,Painless,small talk,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,49,Male,White or Caucasian,"Some college, but no degree",,7,62d22695270242b5b620ba4f,High,7
2024-05-16 12:13:07,2024-05-16 12:22:11,IP Address,185.123.146.195,100,543,True,2024-05-16 12:22:11,R_75N0Yf7H83cl1eQ,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,663a4df4333d3a15282edebb,13.729,265.082,300.119,13,"moon,once,on,moe",moe,talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the Low Performer Group,,27,Female,White or Caucasian,Bachelor’s degree,,3,663a4df4333d3a15282edebb,High,3
2024-05-16 12:13:25,2024-05-16 12:22:18,IP Address,71.194.116.227,100,533,True,2024-05-16 12:22:19,R_55Rr57cGFoDY0JC,,,,,41.4349,-88.2183,anonymous,EN,I agree to participate.,5dc47ddd034b45342d3b2e3a,7.79,298.167,300.092,23,once in a blue moon,painless operation,small talk,irritated,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,35,Male,White or Caucasian,Bachelor’s degree,,5,5dc47ddd034b45342d3b2e3a,Low,5
2024-05-16 12:15:16,2024-05-16 12:22:31,IP Address,174.175.171.38,100,435,True,2024-05-16 12:22:32,R_7phXylm2KrcYqht,,,,,40.0305,-76.2833,anonymous,EN,I agree to participate.,66463a720c519d1fe8124afb,4.288,245.801,300.019,13,once,operation,talk,irritated,worried,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,32,Male,White or Caucasian,Bachelor’s degree,"No, thank you for this opportunity",3,66463a720c519d1fe8124afb,Low,3
2024-05-16 12:16:53,2024-05-16 12:22:58,IP Address,45.31.71.208,100,365,True,2024-05-16 12:22:59,R_3pr7WupGfhtVwAK,,,,,30.1172,-81.4119,anonymous,EN,I agree to participate.,5f032457e2b9844beff1a2ec,15.078,211.257,300.192,11,once in a blue moon,operation,small talk,irritated,worried,fantasizing,aghast,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,36,Male,White or Caucasian,Bachelor’s degree,,6,5f032457e2b9844beff1a2ec,High,6
2024-05-16 12:16:57,2024-05-16 12:23:00,IP Address,172.248.54.23,100,362,True,2024-05-16 12:23:01,R_3w5ppCPqSlNkJ21,,,,,33.8055,-117.9223,anonymous,EN,I agree to participate.,5d2df867d7cc160019673031,7.725,272.435,300.109,22,misspelling,no idea,specch,irritated,worried,dispirited,doubtful,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",,Compete against the Low Performer Group,34,Male,White or Caucasian,Bachelor’s degree,no,3,5d2df867d7cc160019673031,Low,3
2024-05-16 12:15:21,2024-05-16 12:23:27,IP Address,174.176.143.143,100,485,True,2024-05-16 12:23:28,R_299Xl9luqBKoLfb,,,,,25.9843,-80.2149,anonymous,EN,I agree to participate.,642e10f11d857b6e6bf20522,1.631,297.375,300.135,26,MOON ONCE,OPERATION,talk,comforting,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the Low Performer Group,,25,Male,Black or African American,Associates or technical degree,Thank you for allowing me to participate.,4,642e10f11d857b6e6bf20522,High,4
2024-05-16 12:16:40,2024-05-16 12:23:28,IP Address,98.148.195.246,100,407,True,2024-05-16 12:23:28,R_7alC8F2bVwMmbXt,,,,,33.8059,-117.3466,anonymous,EN,I agree to participate.,663a51dc82447019250dafed,1.284,266.267,300.026,17,Once in a blue moon,,small talk,irritated,worried,fantasizing,aghast,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,30,Male,Asian,Associates or technical degree,,5,663a51dc82447019250dafed,High,5
2024-05-16 12:15:39,2024-05-16 12:23:42,IP Address,107.144.2.22,100,483,True,2024-05-16 12:23:43,R_8I5kvBjTfxAfsgF,,,,,27.4749,-82.6186,anonymous,EN,I agree to participate.,60a2b9a6ad671cebb06f2b0d,10.324,277.771,300.034,11,once in a blue moon,?,small talk,comforting,sarcastic,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the Low Performer Group,,95,Female,White or Caucasian,Bachelor’s degree,n/a,6,60a2b9a6ad671cebb06f2b0d,High,6
2024-05-16 12:16:12,2024-05-16 12:23:46,IP Address,69.120.230.27,100,453,True,2024-05-16 12:23:46,R_7npNDfUoXD2KGyd,,,,,40.6462,-73.9559,anonymous,EN,I agree to participate.,63c3c2a5f0e42f44a0d68d27,19.497,289.112,300.134,9,ONCE MOON,,talk,irritated,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,59,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,2,63c3c2a5f0e42f44a0d68d27,High,2
2024-05-16 12:18:00,2024-05-16 12:23:50,IP Address,172.58.15.178,100,349,True,2024-05-16 12:23:51,R_1nHMz3ZrTKsWQy6,,,,,44.9834,-93.2622,anonymous,EN,I agree to participate.,5dc592c6aa431440aa755d5b,0.553,291.014,300.054,39,once in a blue moon,out of the box,talk quietly,irritated,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,25,Female,White or Caucasian,"Some college, but no degree",,5,5dc592c6aa431440aa755d5b,High,5
2024-05-16 12:16:23,2024-05-16 12:23:53,IP Address,72.129.152.141,100,449,True,2024-05-16 12:23:54,R_5q9MqayC1eHJ8U9,,,,,44.5034,-87.9813,anonymous,EN,I agree to participate.,6646048266d840868ce9810f,19.641,271.296,300.123,19,Once Upon a Moon,,Small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,34,Female,Other,High school diploma or GED,,5,6646048266d840868ce9810f,Low,5
2024-05-16 12:16:57,2024-05-16 12:24:00,IP Address,24.194.228.107,100,422,True,2024-05-16 12:24:01,R_7In1E2erLJUNFQF,,,,,43.0592,-73.7356,anonymous,EN,I agree to participate.,6341b868a41dcb8f252c509a,27.412,231.188,300.018,11,once in a blue moon,,small talk,playful,irritated,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,37,Male,White or Caucasian,Bachelor’s degree,,6,6341b868a41dcb8f252c509a,High,6
2024-05-16 12:14:07,2024-05-16 12:24:11,IP Address,174.74.225.95,100,603,True,2024-05-16 12:24:11,R_1cedAkxnmqYBt0p,,,,,33.3874,-112.0998,anonymous,EN,I agree to participate.,5c4724e19afd7b000196ec24,1.107,148.793,300.14,16,once in a blue moon,oneratios,small talk,playful,worried,dispirited,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,25,Male,Asian,Bachelor’s degree,,7,5c4724e19afd7b000196ec24,High,7
2024-05-16 12:17:20,2024-05-16 12:24:20,IP Address,72.240.247.112,100,419,True,2024-05-16 12:24:20,R_2OJiBBcHvPDjisB,,,,,41.6432,-83.6753,anonymous,EN,I agree to participate.,5c3eb901ef1d0d0001b2ab29,4.722,225.042,300.02,18,once in a blue moon,,small talk,playful,irritated,fantasizing,affectionate,Speaking confidently,To promote misunderstandings and conflicts,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,40,Male,Asian,Bachelor’s degree,,4,5c3eb901ef1d0d0001b2ab29,Low,4
2024-05-16 12:13:15,2024-05-16 12:24:30,IP Address,69.139.38.146,100,674,True,2024-05-16 12:24:31,R_2f21OH00gnKOUYl,,,,,26.7295,-81.4337,anonymous,EN,I agree to participate.,642b2d8a7b84306d49e2f4b0,1.087,87.927,301.691,11,once in a blue moon,,small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,41,Female,White or Caucasian,High school diploma or GED,,7,642b2d8a7b84306d49e2f4b0,High,7
