"","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","duplicates","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","Target"
"354","R_2rYC6TIpxYFakPd","56d0901c197fb1000b2348ee","4","2","9","3","5","7","8","1","6","10","Accurate","Male",34,"White or Caucasian","High school diploma or GED","6_advice",6,FALSE,"F_2zNmLuwPqX4SYJF","F_32UQWIzcYNUchmQ","F_31LNY1ZNgOPHAhT","F_30db916mTyjk39D","F_2ty4iYYcHhxBDCO","F_2zUPd9YuIKJ6mHG","F_31vFp1Dx1utyFVT","F_2zRRqU6SHcUFaBd","F_2sbByozzEoFAlYg","F_2rqZtB48z8BNpCM","F_2zUPd9YuIKJ6mHG"
"355","R_3hlLZGPBukAfIn8","60fcf9abf635e9904cb7dca9","6","9","3","8","5","2","1","10","7","4","Accurate","Female",23,"White or Caucasian","Associates or technical degree","9_advice",6,FALSE,"F_2DOIr8Hxz10zA5n","F_2WINUPBCKOdHz6J","F_2TvB6UWTDe0NVy6","F_2V2ckr3pz3KUvAJ","F_2OUPUqsP5PYUw8t","F_2R4Vx6rPeJ8QCL6","F_2QxnIdBoovHjjYQ","F_2YEQ2B2ewOLSors","F_2VlvJu7bcKL3C8U","F_25sXyX3UPSCmm26","F_2VlvJu7bcKL3C8U"
"356","R_3s0VM5AHBIUPxAl","631a68d95296b3b289d64291","8","7","6","2","3","1","10","4","5","9","Likable","Male",36,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",9,FALSE,"F_22PRBS7sAKesi1e","F_216tuE7djcP5pdf","F_1dh5rEyzeewfHUq","F_1cSL5Dlk3so8Qbs","F_1l4RdX9meeYIQHv","F_1gcqHGx99dsU613","F_1l45HlWyABVMmUO","F_1pMyxId534OOBIU","F_1mrqtqp6pXX5bRw","F_1rcuPXlQG7SB8fx","F_216tuE7djcP5pdf"
"357","R_3qBXy7wwGbAKoOC","5c5aebc28348b50001fcb0c6","1","6","4","8","10","5","3","2","7","9","Likable","Male",30,"White or Caucasian","Bachelor’s degree","9_advice",2,FALSE,"F_rrquzuXUWb2McPT","F_rdKZweMde9RAQzD","F_pGhLnbwBeXlrfBT","F_eeTctm8tZFFu6FX","F_zev0nx0Xbza9t7z","F_vAAySSnAcir9QPL","F_vTawvGNAM9DTbYR","F_xh0FG9fPtcEcNyx","F_spsKbfkPlT3eM8N","F_eOPbcWdbr6f9o89","F_spsKbfkPlT3eM8N"
"358","R_1C7wCk1LqGuvmuJ","608f2b2239ba31bad6a074f7","2","10","3","6","9","7","8","5","4","1","Accurate","Female",61,"White or Caucasian","High school diploma or GED","6_advice",5,FALSE,"F_2WINUPBCKOdHz6J","F_2YEQ2B2ewOLSors","F_2QxnIdBoovHjjYQ","F_2OUPUqsP5PYUw8t","F_25sXyX3UPSCmm26","F_2DOIr8Hxz10zA5n","F_2VlvJu7bcKL3C8U","F_2R4Vx6rPeJ8QCL6","F_2V2ckr3pz3KUvAJ","F_2TvB6UWTDe0NVy6","F_2DOIr8Hxz10zA5n"
"359","R_3PayDgZ5Pais1VB","60fe1e2e185eb1dfc03e422e","10","5","3","4","1","2","7","9","6","8","Likable","Female",26,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,FALSE,"F_2YEQ2B2ewOLSors","F_2WINUPBCKOdHz6J","F_2TvB6UWTDe0NVy6","F_2OUPUqsP5PYUw8t","F_2R4Vx6rPeJ8QCL6","F_2QxnIdBoovHjjYQ","F_2V2ckr3pz3KUvAJ","F_2DOIr8Hxz10zA5n","F_25sXyX3UPSCmm26","F_2VlvJu7bcKL3C8U","F_2V2ckr3pz3KUvAJ"
"360","R_UtJNqGb24BDftrH","5acb7b0ae1099600016acdd6","8","2","3","10","4","1","7","9","5","6","Accurate","Male",45,"White or Caucasian","Some college, but no degree","7_advice",7,FALSE,"F_3Rg2AjlBD9J7Epr","F_3EiETVaiV7uiVLw","F_3ESxU6eaq94BEod","F_3GdFAV4fIewANfW","F_3Gdr9o0jIvHrGWs","F_3GpQNZQJOly5LsW","F_3R8Dr7UXmFs86vA","F_3J2WiCj4IjCRx9J","F_3PuXIED1rTFJX9h","F_3QK7h1gq6NJYf86","F_3R8Dr7UXmFs86vA"
"361","R_3sytVVo0yuKDLeH","5fdd6ae284b3a9449c87a064","4","8","1","7","10","3","9","2","5","6","Accurate","Female",33,"Asian","Bachelor’s degree","4_advice",1,FALSE,"F_3P7QMxuPXNg4nVd","F_3fjBNr5YrkSrSP3","F_3fpoQCqhnavxk0V","F_3iR6nmcIs3N6lbZ","F_3ey3IwDsQAfRZnr","F_3MDrkCWqrn20QrE","F_3RxRlY3iivY4cYe","F_3PBrMZWg2ledS6E","F_3OdjcZTwp85swwu","F_3KNKMtFOl6K5kTQ","F_3iR6nmcIs3N6lbZ"
"362","R_2wsLOatusW3GAFG","643b08f018a63ef0b7512212","2","10","7","3","8","9","1","5","6","4","Accurate","Female",66,"White or Caucasian","Some college, but no degree","3_advice",7,FALSE,"F_1o0Y2nbMjXZ1Jls","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi","F_1k0T4yHXh6oltUO","F_24P3Bk4Nz9Nk3OZ","F_1ikThkbbMIMMH0I","F_1mf0eh5BWIr0Sg5","F_1hJZqTl8MA7HPUq","F_25EoTM2h4cFmj5U","F_1jWgE6Xc6XpSFIJ","F_1okjeLNnnE0ptZi"
"363","R_3KDCnAxKcNqW1VF","5c1b97f889f0350001726def","7","4","6","2","5","1","9","8","3","10","Likable","Female",61,"White or Caucasian","Some college, but no degree","1_advice",7,FALSE,"F_afNSDvm1suyI1kB","F_YXHHH4EA6MT8eiZ","F_UT1tt9RkNiudDXz","F_Zz6Ve5cC7HcBidr","F_bdz8kxPKvIwQFtT","F_p6GtSWtu4Pa3JDP","F_UchVyXbuc06IpgZ","F_saRNtG3Voy3wMud","F_e567UmbzU0pvlcJ","F_ZwPsLkLV22QcdYB","F_afNSDvm1suyI1kB"
"364","R_1MSpH9gdWE5ijQw","5e5410f5be932e06384a03ec","4","6","5","2","1","3","10","8","9","7","Likable","Male",31,"White or Caucasian,Asian","Bachelor’s degree","10_advice",7,FALSE,"F_3QK7h1gq6NJYf86","F_3J2WiCj4IjCRx9J","F_3Gdr9o0jIvHrGWs","F_3PuXIED1rTFJX9h","F_3GpQNZQJOly5LsW","F_3ESxU6eaq94BEod","F_3GdFAV4fIewANfW","F_3Rg2AjlBD9J7Epr","F_3R8Dr7UXmFs86vA","F_3EiETVaiV7uiVLw","F_3EiETVaiV7uiVLw"
"365","R_2Y51Do41BSNnmZZ","5b0c65c11e55760001b96e90","1","2","3","4","5","6","7","8","9","10","Likable","Female",50,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,FALSE,"F_3mledP9WHL1nk2Y","F_3koEac1UPBj367k","F_3kNgtYslBd4bD8U","F_3ksP8jpBDlWChAi","F_3scAHdnVWjYAWT7","F_3qJsykkAPnjfcV4","F_5q1WcRlH1P2gLIt","F_3psWDYGyjG2QLgE","F_3qwohznQZAj3hNZ","F_3lWvSdQYyrXM0Rq","F_5q1WcRlH1P2gLIt"
"366","R_3sjMcbBrt8UPsIJ","5cb62e9293342300017a72a1","10","4","6","8","3","1","2","9","7","5","Likable","Male",33,"White or Caucasian","Bachelor’s degree","9_advice",7,FALSE,"F_2X0AtHS0T9w4W6p","F_2aWUU2D0gW9Dtt0","F_2fkbeyEnBnr5OvX","F_2pVo0aEud3wtOS8","F_2bObhWVEeUX95rB","F_2b1WvETvZdlBk9L","F_2qDb7rlgGSBrGaB","F_2cqQJAkDBvFa7xu","F_2WP5vO5hQ8fqX32","F_2qat8eEGitOzdNk","F_2WP5vO5hQ8fqX32"
"367","R_3OpsiXcJ3vTW28C","609bf492ae7a337617aa386d","10","8","5","3","4","2","7","6","9","1","Likable","Female",48,"White or Caucasian,Black or African American,Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",5,FALSE,"F_3lWvSdQYyrXM0Rq","F_3kNgtYslBd4bD8U","F_3qJsykkAPnjfcV4","F_3ksP8jpBDlWChAi","F_3qwohznQZAj3hNZ","F_3mledP9WHL1nk2Y","F_3psWDYGyjG2QLgE","F_3koEac1UPBj367k","F_5q1WcRlH1P2gLIt","F_3scAHdnVWjYAWT7","F_3psWDYGyjG2QLgE"
"368","R_2dyZjWv7dewWu5U","5512eba6fdf99b7e1fb1be23","1","10","6","4","9","8","7","5","3","2","Accurate","Female",43,"Black or African American","Associates or technical degree","7_advice",6,FALSE,"F_6n8yU5rvBdx8mWJ","F_Qb9ajJaV29FlfHj","F_DOwPkAjsVUA7pQZ","F_6mRsw6XyeMbrRuh","F_SN1CWjSfGlcIMsV","F_DcawXnxN2Pu1s6B","F_9slh31DfkNT7Oh3","F_SE3qYKxgbtOGDVD","F_C2DFx7l8HSIdpMB","F_DB2MdxBaNy36Zvb","F_9slh31DfkNT7Oh3"
"369","R_10Ib9KDO0KcNgqz","636173dce29cfc5dbc14d0f2","8","1","9","2","5","6","10","7","3","4","Accurate","Male",37,"White or Caucasian","Some college, but no degree","8_advice",6,FALSE,"F_W8a4AC7Hcq5au7n","F_UaS1pbP6buG9R5v","F_XsKLe8K7s6v7XFL","F_cGwjIv1Me8Foy6R","F_Y084SesxxMFrK1j","F_Rldzxw5991JTtdL","F_djxWmICEq9IbIgF","F_bDflVSCwQ5T32YV","F_aWOW8dtf77NGDUR","F_cu6ncOGl0003Vdf","F_bDflVSCwQ5T32YV"
"370","R_2ePVKshuUR1PDr8","5dad33e617ce000016de39fa","6","8","2","3","9","7","5","10","1","4","Accurate","Female",26,"White or Caucasian","Bachelor’s degree","6_advice",7,FALSE,"F_1NaaAojAuyPxT8k","F_1LNbhp7By5V2P9z","F_1LC3xa0eqEaRlyU","F_1gpywMhp6rK6IUY","F_1ezR34bv5nNEhLY","F_1ghdLASNWhsSnP5","F_1dFasm2Tcbncr9Y","F_1QbwEf4Nbyt0CrA","F_1LwiPfy6dIh9SRq","F_1hGB5DuTOaOCGsE","F_1ghdLASNWhsSnP5"
"371","R_2WYmBwSWdCWR5t0","6342e1dec81e1cd2dbf925c7","1","4","2","3","7","9","5","10","6","8","Likable","Female",60,"White or Caucasian","Bachelor’s degree","5_advice",5,FALSE,"F_2wh2IDjsftRJb8j","F_2tm9Iv45wzDeg7l","F_2xY7c4yHNgf5XQr","F_2ePD2jGJu5LQOIU","F_2bIBgJo4SNw0OGt","F_2fy2vQzo7RiLI29","F_2flbSZ3386sePEL","F_2dG79BQ86EYC6xy","F_2eOQV6PXKbOAo65","F_2bNMbNUHwOsjSfQ","F_2bIBgJo4SNw0OGt"
"372","R_3FXnC4SojWHYBGv","6239fa1b808d162efbd59d11","8","10","7","1","5","9","4","3","6","2","Accurate","Male",30,"Asian","Associates or technical degree","3_advice",7,FALSE,"F_RdYd39PfJo9Hdq9","F_BFLcss9x2Tvi9IR","F_BET7hov8aDkiZOx","F_8j4noxw04iQGn61","F_AATGqTnExreKRi1","F_AjkW0hNtl913rz3","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_BET7hov8aDkiZOx"
"373","R_CmCWnXtyyr592dH","6329bcdaeb4bf283a62afad0","6","7","3","8","4","2","9","1","5","10","Likable","Male",22,"White or Caucasian,Other","Some college, but no degree","2_advice",5,FALSE,"F_XsKLe8K7s6v7XFL","F_Y084SesxxMFrK1j","F_djxWmICEq9IbIgF","F_aWOW8dtf77NGDUR","F_cu6ncOGl0003Vdf","F_W8a4AC7Hcq5au7n","F_Rldzxw5991JTtdL","F_cGwjIv1Me8Foy6R","F_bDflVSCwQ5T32YV","F_UaS1pbP6buG9R5v","F_Y084SesxxMFrK1j"
"374","R_ysCkbhG8l6W85iN","60fcfa5419a91d3e0f65c016","6","9","3","5","8","7","10","1","2","4","Likable","Female",32,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",8,FALSE,"F_5q1WcRlH1P2gLIt","F_3kNgtYslBd4bD8U","F_3mledP9WHL1nk2Y","F_3koEac1UPBj367k","F_3qwohznQZAj3hNZ","F_3psWDYGyjG2QLgE","F_3lWvSdQYyrXM0Rq","F_3scAHdnVWjYAWT7","F_3qJsykkAPnjfcV4","F_3ksP8jpBDlWChAi","F_3psWDYGyjG2QLgE"
"375","R_1OwZzhOKdY9v6PP","5eaecc764f192c59d0e8de52","5","3","4","10","8","1","7","6","9","2","Accurate","Female",48,"White or Caucasian","Bachelor’s degree","7_advice",7,FALSE,"F_C2DFx7l8HSIdpMB","F_DB2MdxBaNy36Zvb","F_9slh31DfkNT7Oh3","F_SE3qYKxgbtOGDVD","F_6mRsw6XyeMbrRuh","F_6n8yU5rvBdx8mWJ","F_Qb9ajJaV29FlfHj","F_DcawXnxN2Pu1s6B","F_DOwPkAjsVUA7pQZ","F_SN1CWjSfGlcIMsV","F_Qb9ajJaV29FlfHj"
"376","R_1mxSMFM3kdZIZmz","63f049c2d78b2bc822a16dac","5","10","1","6","8","4","7","2","9","3","Accurate","Male",34,"Other","Some college, but no degree","7_advice",7,FALSE,"F_2zNmLuwPqX4SYJF","F_2rqZtB48z8BNpCM","F_2ty4iYYcHhxBDCO","F_2sbByozzEoFAlYg","F_31vFp1Dx1utyFVT","F_32UQWIzcYNUchmQ","F_30db916mTyjk39D","F_2zRRqU6SHcUFaBd","F_31LNY1ZNgOPHAhT","F_2zUPd9YuIKJ6mHG","F_30db916mTyjk39D"
"377","R_ub4M5obIjPDqZzj","5fba83d59b6574a3b7a9cdef","1","7","5","6","4","9","8","3","2","10","Accurate","Female",47,"Other","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",6,FALSE,"F_2wh2IDjsftRJb8j","F_2bNMbNUHwOsjSfQ","F_2fy2vQzo7RiLI29","F_2ePD2jGJu5LQOIU","F_2flbSZ3386sePEL","F_2dG79BQ86EYC6xy","F_2eOQV6PXKbOAo65","F_2bIBgJo4SNw0OGt","F_2xY7c4yHNgf5XQr","F_2tm9Iv45wzDeg7l","F_2bNMbNUHwOsjSfQ"
"378","R_2OTSm3IwLeCD577","5dc2cbba034b451e7bd05f14","6","2","7","10","5","3","4","1","8","9","Likable","Female",49,"White or Caucasian","Bachelor’s degree","3_advice",6,FALSE,"F_2tm9Iv45wzDeg7l","F_2eOQV6PXKbOAo65","F_2ePD2jGJu5LQOIU","F_2fy2vQzo7RiLI29","F_2bIBgJo4SNw0OGt","F_2flbSZ3386sePEL","F_2xY7c4yHNgf5XQr","F_2wh2IDjsftRJb8j","F_2bNMbNUHwOsjSfQ","F_2dG79BQ86EYC6xy","F_2ePD2jGJu5LQOIU"
"379","R_3kAKGWbXQ4j1hdO","6234b2b5e6b80ea7060d458a","2","6","7","1","5","8","10","9","4","3","Likable","Male",66,"White or Caucasian","Bachelor’s degree","3_advice",2,FALSE,"F_1LcKk6QK4gIlwpS","F_1QLxIxugpe3ReV0","F_12rLDBLowOuKG2d","F_1N4il3f9nlInp2a","F_1EYjR4qjVDKj7mz","F_1KlmPWco7yo9h1L","F_1IygysIWEzMiCyp","F_12JV7zcZsUeAkNI","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_12rLDBLowOuKG2d"
"380","R_ezX1Eb1yA8luiR3","61082f0997ced2e3a7007d3e","6","5","1","8","2","7","9","3","4","10","Likable","Female",20,"White or Caucasian","High school diploma or GED","6_advice",7,FALSE,"F_1QbwEf4Nbyt0CrA","F_1LC3xa0eqEaRlyU","F_1NaaAojAuyPxT8k","F_1gpywMhp6rK6IUY","F_1LNbhp7By5V2P9z","F_1dFasm2Tcbncr9Y","F_1LwiPfy6dIh9SRq","F_1hGB5DuTOaOCGsE","F_1ghdLASNWhsSnP5","F_1ezR34bv5nNEhLY","F_1dFasm2Tcbncr9Y"
"381","R_2E9HUxfmrdy4B6E","610c0307782b54307339d806","5","9","10","3","1","2","8","6","7","4","Likable","Female",20,"White or Caucasian","Some college, but no degree","9_advice",3,FALSE,"F_2bIBgJo4SNw0OGt","F_2fy2vQzo7RiLI29","F_2dG79BQ86EYC6xy","F_2flbSZ3386sePEL","F_2wh2IDjsftRJb8j","F_2eOQV6PXKbOAo65","F_2ePD2jGJu5LQOIU","F_2tm9Iv45wzDeg7l","F_2bNMbNUHwOsjSfQ","F_2xY7c4yHNgf5XQr","F_2bNMbNUHwOsjSfQ"
"382","R_1rBUiMHv6cd7JbA","63d1401242635aaffe867c4c","3","8","2","1","5","7","10","9","4","6","Likable","Female",41,"White or Caucasian","Bachelor’s degree","6_advice",5,FALSE,"F_2xY7c4yHNgf5XQr","F_2fy2vQzo7RiLI29","F_2flbSZ3386sePEL","F_2tm9Iv45wzDeg7l","F_2wh2IDjsftRJb8j","F_2ePD2jGJu5LQOIU","F_2dG79BQ86EYC6xy","F_2bNMbNUHwOsjSfQ","F_2bIBgJo4SNw0OGt","F_2eOQV6PXKbOAo65","F_2ePD2jGJu5LQOIU"
"383","R_2rD5128dTIoq45m","5be8dab5d153f500019ab320","5","4","8","2","10","6","3","9","7","1","Accurate","Male",48,"White or Caucasian","Some college, but no degree","9_advice",7,FALSE,"F_2rqZtB48z8BNpCM","F_32UQWIzcYNUchmQ","F_31LNY1ZNgOPHAhT","F_30db916mTyjk39D","F_31vFp1Dx1utyFVT","F_2sbByozzEoFAlYg","F_2zRRqU6SHcUFaBd","F_2zNmLuwPqX4SYJF","F_2ty4iYYcHhxBDCO","F_2zUPd9YuIKJ6mHG","F_2ty4iYYcHhxBDCO"
"384","R_1GPHihPpkPA2gTA","5d88f010859c9e0001810e88","3","1","4","6","7","2","5","10","9","8","Accurate","Female",49,"White or Caucasian","Bachelor’s degree","5_advice",7,FALSE,"F_1hGB5DuTOaOCGsE","F_1LwiPfy6dIh9SRq","F_1ezR34bv5nNEhLY","F_1LC3xa0eqEaRlyU","F_1gpywMhp6rK6IUY","F_1NaaAojAuyPxT8k","F_1ghdLASNWhsSnP5","F_1QbwEf4Nbyt0CrA","F_1dFasm2Tcbncr9Y","F_1LNbhp7By5V2P9z","F_1gpywMhp6rK6IUY"
"385","R_3WoHddCPxPlqTIt","63e7d60bcc8ae0afd4075e35","3","4","10","9","1","2","8","5","6","7","Accurate","Female",25,"Asian","Some college, but no degree","10_advice",7,FALSE,"F_2TvB6UWTDe0NVy6","F_25sXyX3UPSCmm26","F_2YEQ2B2ewOLSors","F_2DOIr8Hxz10zA5n","F_2QxnIdBoovHjjYQ","F_2OUPUqsP5PYUw8t","F_2WINUPBCKOdHz6J","F_2R4Vx6rPeJ8QCL6","F_2VlvJu7bcKL3C8U","F_2V2ckr3pz3KUvAJ","F_2V2ckr3pz3KUvAJ"
"386","R_3gAUkiTF4ogh6Tv","53987712fdf99b68e3a45021","7","3","9","6","1","2","4","5","10","8","Accurate","Female",29,"Asian","Bachelor’s degree","1_advice",6,FALSE,"F_12s9TGUgS0qHAq7","F_10oejnEV2ERi5HX","F_1CD74E5ONr28NNw","F_1Fb3bFSft2sboNG","F_12r0RshbNJLfE1Z","F_1CecDFT0KKP76GX","F_10YiUUKrh7JgI30","F_1IMfBA6RxONJjkS","F_1K1t4tjbmrfAK47","F_12awRKxduNjMyEk","F_12s9TGUgS0qHAq7"
"387","R_12GueW5EdiEcybU","623537f22ffeb94d58da7a10","10","8","7","3","2","1","9","6","4","5","Accurate","Female",51,"White or Caucasian","Some college, but no degree","3_advice",7,FALSE,"F_1Fb3bFSft2sboNG","F_12awRKxduNjMyEk","F_10YiUUKrh7JgI30","F_12r0RshbNJLfE1Z","F_1CecDFT0KKP76GX","F_12s9TGUgS0qHAq7","F_1CD74E5ONr28NNw","F_1K1t4tjbmrfAK47","F_10oejnEV2ERi5HX","F_1IMfBA6RxONJjkS","F_10YiUUKrh7JgI30"
"388","R_24BePUWu9qHQK18","5f3ac1732efa0a74f975b1a8","2","4","9","3","8","7","5","10","6","1","Likable","Female",28,"White or Caucasian","Associates or technical degree","6_advice",5,FALSE,"F_3HudzLjXZAzWqJw","F_3G0xHm2ntQIYLtA","F_3D2qhuNcusWIpF0","F_2y0ZAHSnXimOSw1","F_3CNjf3SLA9bSheU","F_3JlAQMDyJYDbkEt","F_3ESy6vi6DegIdJX","F_3FLJxK0EXQwispy","F_2zAMGyWpLKzIKIZ","F_3FLPTD3bNguBklU","F_3JlAQMDyJYDbkEt"
"389","R_2R2mMcWt07Eg8SW","6172beb0f3eecef16ddfb111","10","6","1","8","2","7","3","4","5","9","Accurate","Female",25,"White or Caucasian","Bachelor’s degree","6_advice",7,FALSE,"F_1k0T4yHXh6oltUO","F_1hJZqTl8MA7HPUq","F_1okjeLNnnE0ptZi","F_24P3Bk4Nz9Nk3OZ","F_1jWgE6Xc6XpSFIJ","F_25EoTM2h4cFmj5U","F_1mf0eh5BWIr0Sg5","F_1o0Y2nbMjXZ1Jls","F_1ikThkbbMIMMH0I","F_21FycR1TezOTMM1","F_25EoTM2h4cFmj5U"
"390","R_2rvgxvLkmbbgVN4","56d89fc04a9be10005541745","9","10","2","3","6","7","5","8","4","1","Likable","Female",61,"White or Caucasian","Some college, but no degree","6_advice",3,FALSE,"F_1Fb3bFSft2sboNG","F_12awRKxduNjMyEk","F_10oejnEV2ERi5HX","F_12r0RshbNJLfE1Z","F_10YiUUKrh7JgI30","F_1K1t4tjbmrfAK47","F_1CecDFT0KKP76GX","F_1CD74E5ONr28NNw","F_1IMfBA6RxONJjkS","F_12s9TGUgS0qHAq7","F_1K1t4tjbmrfAK47"
"391","R_2TL5moeZWf9lxDw","63d803fe12fac7c6d3d14012","7","4","1","8","6","2","9","5","10","3","Likable","Male",28,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",1,FALSE,"F_216tuE7djcP5pdf","F_1pMyxId534OOBIU","F_1gcqHGx99dsU613","F_1rcuPXlQG7SB8fx","F_1l4RdX9meeYIQHv","F_1mrqtqp6pXX5bRw","F_22PRBS7sAKesi1e","F_1dh5rEyzeewfHUq","F_1l45HlWyABVMmUO","F_1cSL5Dlk3so8Qbs","F_216tuE7djcP5pdf"
"392","R_6W2AJ9f0mESJszv","5f4bdc989ed8777ca5c963b3","2","1","9","8","5","10","6","7","3","4","Likable","Female",24,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",7,FALSE,"F_1LwiPfy6dIh9SRq","F_1ghdLASNWhsSnP5","F_1ezR34bv5nNEhLY","F_1NaaAojAuyPxT8k","F_1gpywMhp6rK6IUY","F_1dFasm2Tcbncr9Y","F_1LNbhp7By5V2P9z","F_1QbwEf4Nbyt0CrA","F_1hGB5DuTOaOCGsE","F_1LC3xa0eqEaRlyU","F_1QbwEf4Nbyt0CrA"
"393","R_32Plr2t9RaNz6EV","616d09161d975b379aa79f99","2","7","10","4","6","5","9","1","3","8","Accurate","Female",33,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",7,FALSE,"F_2V2ckr3pz3KUvAJ","F_25sXyX3UPSCmm26","F_2YEQ2B2ewOLSors","F_2TvB6UWTDe0NVy6","F_2DOIr8Hxz10zA5n","F_2OUPUqsP5PYUw8t","F_2VlvJu7bcKL3C8U","F_2R4Vx6rPeJ8QCL6","F_2QxnIdBoovHjjYQ","F_2WINUPBCKOdHz6J","F_25sXyX3UPSCmm26"
"394","R_3EHlsuXpxirRlzz","5bddc463712eb800010d2e4d","9","4","6","3","7","2","5","1","8","10","Accurate","Female",27,"Black or African American","Bachelor’s degree","5_advice",7,FALSE,"F_C2DFx7l8HSIdpMB","F_SN1CWjSfGlcIMsV","F_9slh31DfkNT7Oh3","F_DcawXnxN2Pu1s6B","F_Qb9ajJaV29FlfHj","F_DB2MdxBaNy36Zvb","F_DOwPkAjsVUA7pQZ","F_6n8yU5rvBdx8mWJ","F_6mRsw6XyeMbrRuh","F_SE3qYKxgbtOGDVD","F_Qb9ajJaV29FlfHj"
"395","R_puC2FYvUYjuGloJ","60d7416aaa24206365b46806","7","3","10","6","2","8","4","5","1","9","Likable","Female",22,"White or Caucasian","Bachelor’s degree","1_advice",8,FALSE,"F_C2DFx7l8HSIdpMB","F_DB2MdxBaNy36Zvb","F_SE3qYKxgbtOGDVD","F_DcawXnxN2Pu1s6B","F_9slh31DfkNT7Oh3","F_SN1CWjSfGlcIMsV","F_DOwPkAjsVUA7pQZ","F_6mRsw6XyeMbrRuh","F_6n8yU5rvBdx8mWJ","F_Qb9ajJaV29FlfHj","F_C2DFx7l8HSIdpMB"
"396","R_1N8M5hJYa6kWIMz","631657c33eff5ac8d55058ce","4","8","7","9","1","5","10","2","6","3","Accurate","Male",37,"Asian","Bachelor’s degree","3_advice",7,FALSE,"F_1pMyxId534OOBIU","F_1l45HlWyABVMmUO","F_216tuE7djcP5pdf","F_1rcuPXlQG7SB8fx","F_1mrqtqp6pXX5bRw","F_1l4RdX9meeYIQHv","F_22PRBS7sAKesi1e","F_1gcqHGx99dsU613","F_1dh5rEyzeewfHUq","F_1cSL5Dlk3so8Qbs","F_216tuE7djcP5pdf"
"397","R_3sBRqnhS06vJtfM","63b5681c49af1cbe651420bc","10","3","6","9","5","8","2","4","1","7","Likable","Female",55,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","10_advice",6,FALSE,"F_2YEQ2B2ewOLSors","F_2TvB6UWTDe0NVy6","F_2DOIr8Hxz10zA5n","F_2V2ckr3pz3KUvAJ","F_2OUPUqsP5PYUw8t","F_2VlvJu7bcKL3C8U","F_2R4Vx6rPeJ8QCL6","F_2QxnIdBoovHjjYQ","F_25sXyX3UPSCmm26","F_2WINUPBCKOdHz6J","F_2WINUPBCKOdHz6J"
"398","R_2YohZ1w6Y2PGffR","5fb3d71c3144730009fe4a7b","7","1","4","9","2","6","5","8","10","3","Accurate","Female",53,"Black or African American","Bachelor’s degree","1_advice",6,FALSE,"F_1hJZqTl8MA7HPUq","F_1mf0eh5BWIr0Sg5","F_1jWgE6Xc6XpSFIJ","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO","F_25EoTM2h4cFmj5U","F_24P3Bk4Nz9Nk3OZ","F_1o0Y2nbMjXZ1Jls","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi","F_1hJZqTl8MA7HPUq"
"399","R_3iDtNFTL7qxdtxC","5e83adf76ea9870c99d4b086","6","5","2","10","1","9","8","3","7","4","Accurate","Female",30,"Black or African American","Bachelor’s degree","9_advice",7,FALSE,"F_2WINUPBCKOdHz6J","F_2QxnIdBoovHjjYQ","F_2TvB6UWTDe0NVy6","F_2YEQ2B2ewOLSors","F_2R4Vx6rPeJ8QCL6","F_2VlvJu7bcKL3C8U","F_2V2ckr3pz3KUvAJ","F_25sXyX3UPSCmm26","F_2DOIr8Hxz10zA5n","F_2OUPUqsP5PYUw8t","F_2DOIr8Hxz10zA5n"
